"gene"	"mRNA len"	"genomic span"	"DC_normal"	"DC_treated"	"DC0904"	"DC0907"	"DCLPS0910"	"DCLPS0913"	"A_DC"	"A_DC_LPS"	"B_DC"	"B_DC_LPS"	"C_DC"	"C_DC_LPS"	"C2DC"	"C2DCLPS"	"C3DC"	"C3DCLPS"
"PRDM8"	4105	19058	0	0	0	0	0	0	13	18	0	0	0	11	6	4	12	0
"PRDM9"	3700	20982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRDX1"	1239	10903	298	148	163	135	20	128	189	454	70	705	2898	3931	4640	6210	8525	8117
"PRDX2"	1467	2023	0	0	0	0	0	0	24	13	0	0	352	382	474	891	751	344
"PRDX3"	1597	11131	282	0	128	154	0	0	92	13	0	0	3879	3858	5116	4917	5656	4117
"PRDX4"	927	18870	6	0	3	3	0	0	0	0	0	0	464	444	582	496	530	381
"PRDX5"	889	3715	1	0	0	1	0	0	68	82	0	0	597	1897	1105	786	1011	799
"PRDX6"	1675	11462	403	962	253	150	564	398	323	663	201	909	3270	4500	4438	5710	4919	4552
"PRDXDD1P"	2152	2152	661	517	279	382	278	239	272	267	386	997	124	111	79	56	164	54
"PREB"	2175	3919	199	40	115	84	16	24	139	59	145	75	694	1098	1670	1382	1252	1139
"PRED16"	732	17913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRELID1"	1195	3116	65	137	29	36	96	41	68	140	0	132	636	1193	1514	1977	2148	1742
"PRELID2"	2347	76319	15	0	13	2	0	0	53	0	0	0	38	40	9	27	27	16
"PRELP"	5820	15596	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0
"PREP"	2863	125464	2406	542	1422	984	323	219	1670	401	128	424	939	1125	1446	1293	1861	1277
"PREPL"	5226	42729	688	0	337	351	0	0	444	12	119	17	1332	1276	1322	1163	1462	915
"PRES"	2351	69001	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
"PREX1"	6673	203629	39602	11118	21651	17951	6138	4980	15405	6683	29978	12728	7196	7360	6766	6217	11712	5809
"PREX2"	5172	279296	0	0	0	0	0	0	0	25	0	27	0	0	0	0	0	0
"PRF1"	2536	5428	13	0	13	0	0	0	66	29	0	17	230	44	138	163	252	210
"PRG-3"	2462	296387	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
"PRG1"	494	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRG2"	2364	9436	50	21	29	21	21	0	39	283	0	33	45	72	60	49	79	52
"PRG3"	874	4382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRG4"	5055	18283	50	29	28	22	13	16	42	7	0	10	127	159	65	80	122	65
"PRGP1"	1797	55625	0	0	0	0	0	0	27	0	0	11	2	0	0	3	2	4
"PRH1"	1215	290655	33785	25437	18911	14874	14028	11409	14201	8698	5789	8336	596	882	551	540	673	464
"PRH2"	4325	5611	1772	412	1111	661	234	178	316	228	59	111	0	0	0	0	0	1
"PRHOXNB"	524	10533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRIC285"	10022	16155	1484	1350	775	709	745	605	715	1548	1442	2534	1779	2563	2600	2399	2631	2437
"PRICKLE1"	4328	131433	0	0	0	0	0	0	9	0	0	0	37	0	0	0	6	3
"PRICKLE2"	8329	131606	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0
"PRICKLE3"	1999	9442	194	0	109	85	0	0	82	26	0	0	1262	1211	242	148	370	128
"PRICKLE4"	2107	7065	37	0	21	16	0	0	34	22	0	18	492	387	694	592	894	602
"PRIM1"	1469	20778	0	0	0	0	0	0	0	0	0	0	64	52	81	42	87	60
"PRIM2"	2295	330955	1557	331	957	600	191	140	1847	635	166	231	216	197	100	100	112	79
"PRIMA1"	3827	70124	0	0	0	0	0	0	350	15	0	0	0	0	0	0	0	0
"PRINS"	2194	8923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRKAA1"	5139	38817	472	777	207	265	418	359	361	929	12	575	1031	1397	1007	1180	1184	724
"PRKAA2"	9360	70019	11	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0
"PRKAB1"	2407	13669	351	239	207	144	111	128	427	226	106	313	647	461	773	300	982	374
"PRKAB2"	5429	17444	297	0	176	121	0	0	180	22	0	28	558	370	549	276	667	181
"PRKACA"	2681	26052	952	102	505	447	65	37	447	208	612	471	953	2131	1001	1074	1726	960
"PRKACB"	4581	73794	987	93	618	369	56	37	1247	85	459	264	2278	2174	3877	3557	3487	2388
"PRKACG"	1585	1585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRKAG1"	1850	16477	437	202	235	202	107	95	334	145	14	64	1233	1335	911	966	1270	899
"PRKAG2"	4751	39329	38648	32336	21549	17099	17395	14941	15211	15019	20764	34186	1787	2199	2239	2929	2134	1828
"PRKAG3"	2313	9408	0	0	0	0	0	0	68	18	0	0	0	0	0	0	0	0
"PRKAR1A"	4053	17948	5744	1341	3144	2600	810	531	3039	514	3584	986	14138	14071	21030	16805	19027	13529
"PRKAR1B"	1942	162748	192	842	121	71	468	374	1025	1022	0	859	568	967	528	860	638	875
"PRKAR2A"	2392	97179	1010	82	614	396	55	27	528	193	36	135	202	2717	1376	1330	1600	1009
"PRKAR2B"	3671	117079	0	1	0	0	1	0	69	8	0	0	258	288	197	129	609	302
"PRKCA"	8787	507938	6204	7699	3476	2728	4331	3368	5547	6820	485	2473	974	968	1401	1132	1580	1045
"PRKCB"	8029	384632	3618	1927	2035	1583	1135	792	3529	2445	1867	3863	1632	1592	2531	2613	1833	1470
"PRKCD"	2852	31510	10107	15906	5427	4680	8468	7438	2782	8391	7751	22677	4867	9419	6564	11219	8889	9301
"PRKCDBP"	1039	1566	0	0	0	0	0	0	9	0	0	0	134	99	78	38	72	29
"PRKCE"	5534	536087	35	154	21	14	111	43	528	1642	0	1924	0	0	16	29	10	5
"PRKCG"	3146	25436	0	0	0	0	0	0	86	31	0	0	0	0	0	0	0	0
"PRKCH"	3517	229182	653	590	343	310	321	269	183	87	0	408	159	244	95	115	170	108
"PRKCI"	4902	83552	158	0	76	82	0	0	81	18	0	10	484	534	589	463	705	469
"PRKCQ"	3385	88177	32	7	17	15	7	0	47	31	0	39	14	21	3	18	18	5
"PRKCSH"	2304	15216	507	180	306	201	92	88	309	158	318	139	2845	2480	2534	2375	3619	2281
"PRKCZ"	2342	134925	44	0	32	12	0	0	1000	473	2	8	44	45	5	4	101	16
"PRKD1"	3693	351212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRKD2"	3618	42812	372	214	178	194	88	126	346	319	304	753	312	349	429	394	628	379
"PRKD3"	5918	66576	5435	5312	3084	2351	2733	2579	2466	3345	478	6501	4450	5980	3930	3820	2612	3684
"PRKDC"	13592	187075	2703	1339	1487	1216	720	619	1605	916	837	884	3900	3645	5288	4742	5433	2629
"PRKG1"	3842	1304331	104	71	48	56	44	27	84	50	0	85	1330	1529	1318	1246	1733	1207
"PRKG2"	3388	126383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRKRA"	1912	19344	1246	237	734	512	148	89	557	219	175	201	768	1428	962	654	1281	743
"PRKRIP1"	2887	62790	2428	356	1339	1089	243	113	1090	215	1319	512	489	278	532	321	664	339
"PRKRIR"	6793	9615	758	390	462	296	235	155	416	289	0	320	1821	1792	2157	130	152	1561
"PRKWNK4"	1680	9225	0	0	0	0	0	0	47	33	0	0	0	0	0	0	0	0
"PRKX"	7223	107575	12473	9767	6864	5609	5178	4589	5071	6904	3356	10002	6397	6949	5824	4852	5780	4530
"PRL"	1360	10253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRLH"	265	602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRLHR"	1982	2246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRLR"	11798	174994	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
"PRM1"	410	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRM2"	725	842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRM3"	310	310	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
"PRMT1"	1487	11210	177	139	108	69	67	72	225	221	18	206	498	558	1397	1554	1361	1318
"PRMT10"	2839	45746	378	30	196	182	13	17	289	7	0	13	190	168	288	135	326	174
"PRMT2"	2265	24530	4912	2266	2794	2118	1207	1059	2231	947	1959	1580	3046	2436	3143	2166	3797	1769
"PRMT3"	2747	121803	335	85	216	119	54	31	550	24	27	33	340	379	344	276	439	203
"PRMT5"	2487	8930	13	0	7	6	0	0	14	0	0	25	645	778	915	827	1007	814
"PRMT6"	2642	2642	0	0	0	0	0	0	0	0	0	0	599	397	709	243	733	340
"PRMT7"	2409	46219	556	8	315	241	0	8	470	93	196	64	274	241	319	213	346	214
"PRMT8"	2350	102713	0	0	0	0	0	0	65	33	0	0	0	0	0	0	0	0
"PRN"	1966	11228	338	29	172	166	13	16	347	155	185	117	532	360	502	347	700	365
"PRND"	3981	6551	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"PRNP"	2741	15438	35	715	12	23	396	319	263	344	0	184	4513	4979	5780	5636	5884	4367
"PRNPIP"	1674	134198	1129	210	704	425	99	111	1903	463	414	437	305	336	380	401	436	348
"PRO0611"	570	570	562	278	368	194	163	115	163	329	6	236	0	1	0	0	3	0
"PRO0628"	1161	1161	1165	5234	1028	137	2550	2684	124	4512	189	3018	0	0	0	0	0	0
"PRO1768"	1260	1260	1322	426	781	541	238	188	320	264	39	424	0	0	0	0	0	0
"PROC"	1862	10801	0	0	0	0	0	0	64	19	0	0	141	88	13	0	68	39
"PROCA1"	1363	7572	289	13	154	135	13	0	227	253	85	275	174	72	60	16	285	73
"PROCR"	1541	6439	24	0	12	12	0	0	65	17	0	0	7	0	3	0	0	4
"PRODH"	2415	23773	0	0	0	0	0	0	172	56	0	0	0	0	0	0	0	0
"PRODH2"	1688	13311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PROK1"	1373	6188	0	0	0	0	0	0	8	9	0	0	0	0	0	0	0	0
"PROK2"	1616	13552	0	0	0	0	0	0	0	0	0	0	60	44	0	0	0	0
"PROKR1"	1342	9914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PROKR2"	1404	14693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PROL1"	1042	12313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PROL4"	1580	325765	35869	26054	20115	15754	14362	11692	15017	8877	5789	8404	647	914	566	552	702	484
"PROM1"	4284	115747	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"PROM2"	4533	16854	0	0	0	0	0	0	155	72	0	0	0	0	0	0	0	0
"PROP1"	1467	4009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PROS1"	3594	101054	0	14	0	0	6	8	0	0	0	0	119	115	34	54	155	75
"PROSC"	2576	17186	79	91	33	46	53	38	53	42	26	0	2072	2175	1629	1236	1686	1103
"PROTOR1"	1876	35480	82	0	45	37	0	0	302	128	0	31	56	42	85	82	102	113
"PROX1"	3074	47902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PROX2"	1783	8704	164	17	80	84	12	5	83	0	0	0	201	100	222	1	196	3
"PROZ"	1560	13728	12	0	0	12	0	0	14	102	0	22	0	38	0	20	0	7
"PRP3"	2026	24686	557	143	244	313	100	43	320	145	207	521	571	637	867	601	967	672
"PRPF18"	1714	43930	1107	153	641	466	95	58	613	149	196	120	351	244	507	461	606	461
"PRPF19"	2355	16042	272	29	148	124	29	0	279	112	18	15	1594	1224	1640	1580	1773	1254
"PRPF3"	2478	31777	748	160	348	400	100	60	370	181	287	613	675	880	975	816	1120	908
"PRPF31"	2197	16362	127	46	28	99	28	18	181	116	45	0	349	418	841	544	1057	600
"PRPF38A"	2781	13774	228	260	92	136	153	107	138	251	0	137	814	1072	979	1020	1108	908
"PRPF38B"	3789	9490	2157	1659	1207	950	916	743	879	528	602	903	2520	2420	2651	1852	2555	1464
"PRPF39"	3537	31502	584	244	277	307	118	126	245	201	26	178	569	910	584	516	654	401
"PRPF4"	2747	17082	61	52	36	25	44	8	58	56	0	105	881	605	737	726	975	647
"PRPF40A"	7552	65868	3627	6115	2057	1570	3589	2526	2031	3782	710	7104	3797	4688	3903	3934	3780	2852
"PRPF40B"	3627	21048	1292	47046	536	756	25234	21812	215	36619	2142	78696	149	5304	2453	1813	282	2914
"PRPF4B"	7496	43649	2417	1399	1290	1127	737	662	1189	959	570	847	2868	3162	4268	3161	4215	2398
"PRPF6"	3120	52022	877	289	468	409	131	158	509	506	405	541	1252	1152	1905	1682	2534	1736
"PRPF8"	7337	34254	3128	1716	1789	1339	861	855	1218	1112	1194	1411	11382	12074	10210	8029	11928	6826
"PRPH"	1841	3573	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
"PRPH2"	3029	26026	20	0	0	20	0	0	81	9	40	0	0	0	0	0	0	0
"PRPS1"	2162	22603	154	26	84	70	26	0	65	14	0	18	1090	1330	2031	1534	1991	1601
"PRPS1L1"	1751	22603	154	26	84	70	26	0	65	14	0	18	1090	1330	2031	1534	1991	1601
"PRPS2"	2524	32851	247	0	120	127	0	0	164	0	0	8	1521	1167	1670	1600	1626	1331
"PRPSAP1"	2369	43364	57	0	27	30	0	0	122	19	0	0	525	359	426	470	728	460
"PRPSAP2"	1902	73090	448	50	283	165	31	19	439	50	57	54	513	473	588	538	675	510
"PRR10"	1771	3150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRR11"	1327	46056	14	0	14	0	0	0	83	0	22	0	712	811	220	179	233	102
"PRR12"	6956	34785	1184	73	603	581	46	27	656	127	1142	14	902	465	1145	316	1524	610
"PRR13"	1198	4995	622	301	330	292	140	161	206	165	536	416	3018	3181	4782	4199	5564	4169
"PRR14"	2199	5494	238	226	129	109	107	119	140	225	28	349	825	1019	1055	1353	1157	1276
"PRR15"	1680	3486	1	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0
"PRR16"	1764	222945	31	0	23	8	0	0	0	0	0	0	0	14	0	0	7	0
"PRR18"	2705	2705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRR19"	1964	2048	0	0	0	0	0	0	34	52	0	0	46	39	25	27	50	39
"PRR20"	1850	3023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRR21"	1170	1170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRR22"	1641	1641	0	46	0	0	23	23	0	0	0	36	0	8	9	11	22	0
"PRR23A"	2307	2307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRR23B"	1897	1897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRR23C"	2792	2792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRR24"	839	839	0	0	0	0	0	0	0	13	0	32	63	71	91	108	115	80
"PRR25"	1211	8419	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0
"PRR3"	2845	7426	123	0	11	112	0	0	152	25	0	19	307	163	243	91	278	132
"PRR4"	1708	234208	35869	26054	20115	15754	14362	11692	15017	8877	5789	8404	647	914	566	552	702	484
"PRR5"	2566	60875	82	0	45	37	0	0	445	227	0	31	56	42	85	82	102	113
"PRR5L"	3972	169030	286	331	152	134	172	159	123	62	23	325	67	87	75	66	131	59
"PRR7"	1480	9489	321	26	175	146	0	26	144	8	390	0	37	9	63	0	44	0
"PRRC1"	5535	34525	314	0	152	162	0	0	243	17	6	0	1617	1238	1839	1126	2074	1067
"PRRG1"	4588	108021	0	0	0	0	0	0	64	0	0	11	65	60	0	3	8	8
"PRRG2"	1636	9680	0	0	0	0	0	0	29	12	0	0	13	0	0	0	10	6
"PRRG3"	1598	3236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRRG4"	1970	24616	0	0	0	0	0	0	55	9	31	0	998	1245	184	321	619	140
"PRRT1"	2781	3562	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
"PRRT2"	3002	3639	0	0	0	0	0	0	129	24	0	0	0	0	0	0	0	0
"PRRT3"	3765	6854	110	0	35	75	0	0	166	0	0	0	88	228	344	102	91	81
"PRRT4"	3683	11357	0	0	0	0	0	0	10	22	0	0	0	0	0	0	0	0
"PRRX1"	4075	75229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRRX2"	1311	57031	0	0	0	0	0	0	405	213	0	0	70	62	28	5	95	30
"PRSS1"	1439	2542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRSS12"	3362	71507	0	0	0	0	0	0	0	12	0	0	1	4	0	0	0	0
"PRSS16"	2721	8743	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0
"PRSS2"	406	1471	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
"PRSS21"	1167	4554	181	0	114	67	0	0	167	42	882	136	343	318	1170	936	868	484
"PRSS22"	1392	5445	0	0	0	0	0	0	44	51	0	0	0	0	0	0	0	0
"PRSS23"	3804	10782	0	0	0	0	0	0	0	8	0	0	14	50	7	0	0	0
"PRSS27"	2066	3144	1	15	1	0	14	1	114	47	0	1	1	2	0	0	0	0
"PRSS3"	1099	48715	25	12	13	12	12	0	10	0	0	0	19	16	10	0	30	13
"PRSS33"	1700	2756	13	0	2	11	0	0	38	43	0	0	4	0	9	4	10	0
"PRSS35"	2527	13147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRSS36"	2850	11166	173	7	75	98	7	0	154	99	82	17	314	259	298	331	853	433
"PRSS37"	1855	5201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRSS38"	1246	30753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRSS7"	3968	134538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRSS8"	1944	4397	96	0	36	60	0	0	89	36	0	0	0	0	0	0	0	0
"PRSSL1"	1058	9917	0	0	0	0	0	0	46	56	0	0	5	7	15	5	25	21
"PRTFDC1"	1935	103981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRTG"	11983	131431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRTN3"	1006	7192	0	0	0	0	0	0	0	29	0	0	0	1	4	15	3	17
"PRUNE"	2985	27218	0	0	0	0	0	0	40	0	0	0	387	377	408	155	525	261
"PRUNE2"	12603	294712	2558	720	1364	1194	386	334	703	232	0	30	114	226	0	0	16	0
"PRX"	5511	19601	0	0	0	0	0	0	157	27	0	0	92	21	5	4	124	5
"PRY"	1359	24253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PS-PLA1"	1766	31936	0	135	0	0	63	72	0	62	0	2	0	102	12	35	5	24
"PSAP"	2835	35028	31044	99580	16874	14170	52825	46755	7131	414	14042	119044	113400	57532	161666	169620	144245	69748
"PSAPL1"	4680	4680	0	0	0	0	0	0	41	26	0	0	0	0	0	0	0	0
"PSAT1"	2195	32950	0	0	0	0	0	0	21	10	0	0	130	118	22	23	242	152
"PSCA"	1022	2269	0	0	0	0	0	0	23	36	0	0	0	0	0	2	6	0
"PSCD4"	2118	32895	24502	23111	13447	11055	12151	10960	4924	18409	15680	9075	8807	11732	8034	5060	11206	5834
"PSD"	4200	16527	317	2403	203	114	1458	945	132	2971	0	5936	21	3032	3	34	11	3
"PSD2"	4525	48644	0	0	0	0	0	0	254	109	0	0	0	0	0	0	0	0
"PSD3"	11702	486384	887	13840	549	338	7589	6251	1768	12272	8	8907	960	1041	767	710	1285	654
"PSD4"	5055	29118	2048	419	1142	906	240	179	854	455	1221	593	3094	2721	3471	2652	4696	2930
"PSEN1"	6347	86875	10251	28051	5730	4521	15050	13001	3442	12033	3505	27883	5118	8965	5217	7034	5730	5632
"PSEN2"	2311	25533	864	407	503	361	208	199	484	350	197	521	522	480	982	927	1223	969
"PSENEN"	669	1411	0	0	0	0	0	0	165	108	0	0	396	388	429	370	671	494
"PSF"	2059	3735	530	233	333	197	155	78	195	255	422	500	1767	1000	1824	5483	2930	1399
"PSG"	1109	18794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PSG1"	2281	12515	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
"PSG11"	1829	12372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PSG2"	1607	18454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PSG3"	1950	214433	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
"PSG4"	2036	12936	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
"PSG5"	1925	18794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PSG6"	1715	124393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PSG7"	2040	13046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PSG8"	2037	103032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PSG9"	1711	16248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PSGII"	2109	12372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PSIMCT-1"	834	834	899	119	245	654	51	68	611	77	484	116	770	96	116	74	82	60
"PSIP1"	3391	46939	1569	126	625	944	70	56	1454	76	165	0	1388	589	730	585	1008	551
"PSKH1"	3483	36407	1169	164	625	544	110	54	803	483	581	391	1235	1095	427	1052	1589	1089
"PSKH2"	1159	21160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PSMA1"	1573	15488	1083	1783	609	474	956	827	619	879	133	1260	2084	3331	2693	2930	2802	2971
"PSMA2"	1531	15343	339	152	196	143	97	55	108	121	179	138	1083	1130	1792	1698	2059	1694
"PSMA3"	938	27135	6256	6677	3561	2695	3569	3108	2480	2640	2402	1750	3493	4964	3497	3383	3771	2758
"PSMA4"	3059	8776	321	251	177	144	165	86	127	197	0	123	2273	2826	1964	1927	1600	974
"PSMA5"	977	24561	1311	773	767	544	400	373	694	399	519	1037	1192	1517	1537	1765	1731	1601
"PSMA6"	1018	25101	1132	4031	672	460	2173	1858	544	2675	91	5379	671	2132	1735	3204	1902	2067
"PSMA7"	1076	6685	619	338	339	280	190	148	222	199	211	231	2787	2341	3119	2377	3179	2085
"PSMA8"	1885	59506	0	0	0	0	0	0	0	0	0	0	50	67	64	81	39	0
"PSMB1"	2517	82312	860	954	440	420	519	435	519	477	206	848	2546	3043	1871	2078	2782	2029
"PSMB10"	4765	6126	922	248	489	433	136	112	428	287	270	357	1807	1489	1840	1656	2768	1417
"PSMB11"	1895	1895	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
"PSMB2"	5673	71732	514	519	353	161	308	211	433	625	39	464	1563	1640	1327	1266	1581	1029
"PSMB3"	759	11477	575	137	279	296	84	53	290	178	426	657	1669	1029	2291	2048	3069	1624
"PSMB4"	2091	2343	174	181	83	91	120	61	108	114	33	117	1593	1837	2616	2843	3391	2673
"PSMB5"	1382	9295	346	22	194	152	22	0	170	113	0	242	1351	1046	1481	792	1225	443
"PSMB6"	830	2333	9	0	0	9	0	0	29	14	0	0	728	1184	1247	1471	1529	1035
"PSMB7"	1377	59428	7393	5310	4052	3341	3123	2187	1304	3976	3860	7097	11239	11247	19229	16228	18637	12488
"PSMB8"	1587	4218	280	0	89	191	0	0	72	578	0	0	3797	9439	3179	1028	4497	1794
"PSMB9"	1089	4962	199	31	126	73	14	17	173	32	0	6	982	807	528	343	1784	871
"PSMC1"	1595	16072	485	335	292	193	188	147	322	290	199	479	269	350	2354	2431	2720	1784
"PSMC2"	1538	20568	251	135	113	138	73	62	227	96	55	127	1247	1773	2788	1977	2436	1871
"PSMC3"	1592	7706	84	44	40	44	25	19	214	129	0	5	658	896	1427	1559	1614	1322
"PSMC3IP"	1495	5420	462	0	197	265	0	0	141	15	48	0	1259	1354	1505	1141	1764	1200
"PSMC4"	1444	10280	260	167	149	111	86	81	77	117	17	251	1055	1284	1329	1449	1133	1278
"PSMC5"	2614	4578	570	138	262	308	67	71	175	158	207	157	2251	2043	2041	1961	2227	1152
"PSMC6"	2949	6499	697	404	403	294	202	202	354	253	0	419	530	669	1272	973	1433	930
"PSMD1"	3252	115866	4370	2595	2442	1928	1354	1241	2567	2164	825	2431	2030	2757	2920	2354	3157	2416
"PSMD10"	1551	7413	7	0	7	0	0	0	0	0	0	0	734	805	800	786	383	692
"PSMD11"	1653	36480	1602	2384	941	661	1245	1139	537	1216	272	2714	1117	1951	1450	2130	1756	1497
"PSMD12"	2093	26103	1026	441	593	433	296	145	564	427	0	617	1071	736	630	443	624	468
"PSMD13"	1774	16178	347	69	184	163	48	21	218	140	18	204	1335	1503	1987	1256	1979	986
"PSMD14"	1727	103442	1945	2203	1230	715	1250	953	1468	1035	148	1375	342	412	893	836	884	667
"PSMD2"	2943	9820	241	172	158	83	93	79	181	182	13	186	1935	1962	4143	5088	5467	3836
"PSMD3"	2159	17154	306	124	113	193	57	67	310	190	96	156	2168	1464	2194	2217	2250	2106
"PSMD4"	1348	12757	243	61	163	80	22	39	205	152	85	604	448	1079	1317	1647	1961	2110
"PSMD5"	3394	26874	301	381	147	154	185	196	276	215	44	163	1113	1167	938	677	1135	688
"PSMD6"	2059	12884	1465	662	867	598	374	288	509	356	107	375	1473	1167	1268	734	1611	712
"PSMD7"	1838	9505	1188	682	710	478	371	311	769	399	198	777	2340	2657	3031	2843	3458	2485
"PSMD8"	1587	7746	454	289	252	202	154	135	225	255	20	368	1799	1485	3089	3148	3810	3099
"PSMD9"	2414	29126	342	138	218	124	61	77	240	175	203	438	672	867	947	870	1141	825
"PSME1"	1179	2799	91	41	44	47	23	18	86	108	0	0	2912	2622	2710	2515	3122	2286
"PSME2"	963	3282	231	88	121	110	42	46	72	199	78	147	317	579	2050	1665	2281	2306
"PSME3"	3614	19334	365	498	199	166	288	210	259	339	172	555	2718	3487	2678	2901	3080	2512
"PSME4"	7146	106775	2812	3287	1584	1228	1881	1406	1710	2737	805	3917	1987	2651	2367	2689	2621	1808
"PSMF1"	3700	49186	2673	246	1473	1200	131	115	1371	249	529	185	1889	1770	1882	1665	1989	1763
"PSMG1"	1129	8052	14	0	14	0	0	0	12	0	5	0	258	254	321	271	288	223
"PSMG2"	1791	22596	218	41	118	100	31	10	232	90	46	70	728	611	1074	845	1305	902
"PSMG3"	1389	2661	23	0	19	4	0	0	40	0	0	0	433	258	461	241	245	380
"PSMG4"	942	9140	304	0	173	131	0	0	256	13	193	0	139	64	111	75	145	67
"PSORS1C1"	867	25216	0	0	0	0	0	0	127	27	0	0	0	0	0	0	0	0
"PSORS1C2"	1153	1817	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
"PSORS1C3"	596	4166	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0
"PSPC1"	2350	108189	9494	7708	5242	4252	4228	3480	4341	3895	3083	6280	690	1127	964	1153	936	1002
"PSPH"	2172	40524	1645	781	938	707	457	324	1067	613	666	758	6834	7625	8839	8007	8918	7306
"PSPN"	472	556	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
"PSRC1"	1885	2864	0	0	0	0	0	0	13	0	0	0	51	3	16	0	90	0
"PSTK"	1729	10369	0	0	0	0	0	0	67	0	0	0	98	44	70	36	67	36
"PSTPIP1"	2090	42208	5201	734	2759	2442	424	310	2280	605	4643	808	1462	972	1864	1005	2596	1249
"PSTPIP2"	3038	88749	32351	94195	17995	14356	49907	44288	8400	45973	15239	98185	9766	13716	5014	11123	6826	7763
